No;DB010;DB020;DB040;DB090;HX040;HX050;HX090
1669;2006;AT;Vorarlberg;622;1;1;12231.33
1670;2006;AT;Upper Austria;475.3544304;5;2.8;17488.50714
1671;2006;AT;Styria;965.5;8;4.5;20476.08889
1672;2006;AT;Burgenland;498.5757576;4;2.5;16270.932
1673;2006;AT;Tyrol;504.5696203;3;2;20325.61
1674;2006;AT;Upper Austria;507.6995074;3;2;19903.37
1675;2006;AT;Upper Austria;643.2557252;1;1;11047.27
1676;2006;AT;Styria;484.9344262;4;2.1;16780.69524
1677;2006;AT;Salzburg;532.7887324;4;2.1;17491.79048
1678;2006;AT;Lower Austria;538.1707317;5;2.4;9691.6125
1679;2006;AT;Carinthia;535.7936508;2;1.3;9653.392308
1680;2006;AT;Vienna;868.2204176;1;1;14226.63
1681;2006;AT;Salzburg;614.6862745;2;1.5;26448.29333
1682;2006;AT;Styria;484.9344262;4;2.3;53039.9913
1683;2006;AT;Tyrol;679.7288136;1;1;8823.14
1684;2006;AT;Styria;484.9344262;4;2.1;12637.15238
1685;2006;AT;Carinthia;535.7936508;2;1.5;29632.29333
1686;2006;AT;Upper Austria;507.6995074;3;2;22024.31
1687;2006;AT;Carinthia;535.7936508;2;1.5;12829.43333
1688;2006;AT;Styria;482.0213904;3;2;25607.955
1689;2006;AT;Styria;482.0213904;3;2;31699.195
1690;2006;AT;Vienna;651.8676056;2;1.5;16811.54
1691;2006;AT;Styria;484.9344262;4;2.3;13992.42174
1692;2006;AT;Lower Austria;515.1014493;2;1.5;36165.90667
1693;2006;AT;Lower Austria;574.0582011;3;2;25252.78
1694;2006;AT;Styria;616.3409091;1;1;14596.04
1695;2006;AT;Vienna;868.2204176;1;1;23470.66
1696;2006;AT;Upper Austria;493.7943925;2;1.5;20027.31333
1697;2006;AT;Vienna;642.36;3;2;25321.05
1698;2006;AT;Vienna;651.8676056;2;1.5;16469.54667
1699;2006;AT;Salzburg;693.3203883;1;1;20952.87
1700;2006;AT;Vienna;868.2204176;1;1;15638.75
1701;2006;AT;Vorarlberg;532.5909091;3;1.8;21455.38889
1702;2006;AT;Salzburg;532.7887324;4;2.5;24488.988
1703;2006;AT;Upper Austria;493.7943925;2;1.5;34631.78667
1704;2006;AT;Tyrol;475.2972973;5;2.4;14403.425
1705;2006;AT;Salzburg;532.7887324;4;2.5;36233.42
1706;2006;AT;Tyrol;493.3823529;4;2.5;5753.896
1707;2006;AT;Carinthia;535.7936508;2;1.5;11831.24
1708;2006;AT;Upper Austria;493.7943925;2;1.5;29440.53333
1709;2006;AT;Vienna;651.8676056;2;1.5;13997.46
1710;2006;AT;Vienna;868.2204176;1;1;12661.61
1711;2006;AT;Upper Austria;592.625;7;3.4;25718.17353
1712;2006;AT;Vorarlberg;622;1;1;28406.48
1713;2006;AT;Lower Austria;655.0646154;1;1;23995.19
1714;2006;AT;Upper Austria;493.7943925;2;1.5;28175.14
1715;2006;AT;Styria;536.8923077;2;1.5;13999.91333
1716;2006;AT;Upper Austria;475.3544304;5;2.8;13849.66071
1717;2006;AT;Vienna;868.2204176;1;1;32229.89
1718;2006;AT;Carinthia;518.6190476;4;2.5;22636.52
1719;2006;AT;Tyrol;493.3823529;4;2.5;9290.04
1720;2006;AT;Vorarlberg;622;1;1;9431.86
1721;2006;AT;Styria;536.8923077;2;1.5;21819.62
1722;2006;AT;Lower Austria;515.1014493;2;1.5;11384.94667
1723;2006;AT;Tyrol;504.5696203;3;2;12145.315
1724;2006;AT;Lower Austria;515.1014493;2;1.5;23001.6
1725;2006;AT;Upper Austria;643.2557252;1;1;18928.6
1726;2006;AT;Styria;455.5714286;5;2.4;18726.71667
1727;2006;AT;Styria;455.5714286;5;3;19126.90333
1728;2006;AT;Upper Austria;507.6995074;3;1.8;25892.3
1729;2006;AT;Upper Austria;643.2557252;1;1;9752.25
1730;2006;AT;Vienna;651.8676056;2;1.5;21701.88
1731;2006;AT;Vienna;868.2204176;1;1;53052.01
1732;2006;AT;Lower Austria;655.0646154;1;1;28554.19
1733;2006;AT;Salzburg;554.7636364;3;1.8;26767.75556
1734;2006;AT;Carinthia;630.7863248;1;1;25516.17
1735;2006;AT;Upper Austria;475.3544304;5;2.8;30648.68571
1736;2006;AT;Styria;484.9344262;4;2.5;13783.724
1737;2006;AT;Carinthia;518.6190476;4;2.3;16755.46522
1738;2006;AT;Upper Austria;643.2557252;1;1;19280.44
1739;2006;AT;Upper Austria;643.2557252;1;1;13293.54
1740;2006;AT;Lower Austria;515.1014493;2;1.5;15944.37333
1741;2006;AT;Lower Austria;655.0646154;1;1;2171.13
1742;2006;AT;Styria;482.0213904;3;1.8;23006.59444
1743;2006;AT;Tyrol;679.7288136;1;1;11754.05
1744;2006;AT;Salzburg;614.6862745;2;1.5;35185.00667
1745;2006;AT;Burgenland;357.8571429;5;2.4;15020.70833
1746;2006;AT;Lower Austria;655.0646154;1;1;19271.62
1747;2006;AT;Carinthia;518.6190476;4;2.1;20102.7
1748;2006;AT;Vienna;651.8676056;2;1.5;30986.66667
1749;2006;AT;Vienna;868.2204176;1;1;20422.09
1750;2006;AT;Upper Austria;643.2557252;1;1;5135.75
1751;2006;AT;Lower Austria;655.0646154;1;1;36079.37
1752;2006;AT;Styria;455.5714286;5;2.8;32605.88214
1753;2006;AT;Upper Austria;493.7943925;2;1.5;21530.85333
1754;2006;AT;Tyrol;679.7288136;1;1;16034.58
1755;2006;AT;Upper Austria;507.6995074;3;2;26111.36
1756;2006;AT;Lower Austria;515.1014493;2;1.5;46745.38667
1757;2006;AT;Carinthia;535.7936508;2;1.3;8213.9
1758;2006;AT;Tyrol;493.3823529;4;2.1;15764.7619
1759;2006;AT;Upper Austria;493.7943925;2;1.3;11078.76154
1760;2006;AT;Tyrol;567.1543624;2;1.5;8209.813333
1761;2006;AT;Tyrol;493.3823529;4;2.3;11496.78696
1762;2006;AT;Carinthia;535.7936508;2;1.5;23786.16
1763;2006;AT;Carinthia;527.6;3;1.8;22755.98333
1764;2006;AT;Upper Austria;493.7943925;2;1.5;30014.22667
1765;2006;AT;Upper Austria;507.6995074;3;2;15591.78
1766;2006;AT;Vienna;651.8676056;2;1.5;11678.01333
1767;2006;AT;Vienna;868.2204176;1;1;11674.91
1768;2006;AT;Vienna;651.8676056;2;1.5;13681.99333
1769;2006;AT;Salzburg;554.7636364;3;1.8;15235.24444
1770;2006;AT;Vorarlberg;518.1666667;2;1.5;38120.44667
1771;2006;AT;Salzburg;693.3203883;1;1;39503.51
1772;2006;AT;Lower Austria;515.1014493;2;1.5;4801.32
1773;2006;AT;Lower Austria;655.0646154;1;1;16006.33
1774;2006;AT;Lower Austria;515.1014493;2;1.5;30228.47333
1775;2006;AT;Vorarlberg;485.6792453;4;2.1;34563.72857
1776;2006;AT;Upper Austria;493.7943925;2;1.5;18941.64
1777;2006;AT;Upper Austria;492.875;4;2.5;12339.992
1778;2006;AT;Vienna;651.8676056;2;1.5;35697.57333
1779;2006;AT;Styria;536.8923077;2;1.5;110693.8667
1780;2006;AT;Salzburg;693.3203883;1;1;1178.59
1781;2006;AT;Lower Austria;574.0582011;3;2;28254.385
1782;2006;AT;Upper Austria;493.7943925;2;1.5;18609.38667
1783;2006;AT;Lower Austria;574.0582011;3;1.8;15647.82222
1784;2006;AT;Lower Austria;655.0646154;1;1;22183.47
1785;2006;AT;Upper Austria;493.7943925;2;1.5;26764.98667
1786;2006;AT;Vienna;651.8676056;2;1.5;3552.946667
1787;2006;AT;Upper Austria;493.7943925;2;1.5;40393.9
1788;2006;AT;Vienna;868.2204176;1;1;17331.1
1789;2006;AT;Carinthia;630.7863248;1;1;20525.55
1790;2006;AT;Burgenland;521.0517241;1;1;23422.38
1791;2006;AT;Burgenland;498.5757576;4;2.1;10623.58095
1792;2006;AT;Vorarlberg;503.2222222;5;3;8173.886667
1793;2006;AT;Vorarlberg;532.5909091;3;1.8;53044.77778
1794;2006;AT;Lower Austria;538.1707317;5;2.6;13225.08846
1795;2006;AT;Upper Austria;507.6995074;3;2;16511.71
1796;2006;AT;Upper Austria;493.7943925;2;1.5;23979.12
1797;2006;AT;Upper Austria;643.2557252;1;1;33126.41
1798;2006;AT;Vienna;651.8676056;2;1.5;5381.3
1799;2006;AT;Styria;482.0213904;3;1.8;15624.07778
1800;2006;AT;Styria;616.3409091;1;1;9704.88
1801;2006;AT;Tyrol;679.7288136;1;1;9392.91
1802;2006;AT;Lower Austria;655.0646154;1;1;27975.89
1803;2006;AT;Vienna;651.8676056;2;1.5;33861.19333
1804;2006;AT;Upper Austria;493.7943925;2;1.5;12028.03333
1805;2006;AT;Vorarlberg;622;1;1;15934.36
1806;2006;AT;Lower Austria;574.0582011;3;1.8;20364.11667
1807;2006;AT;Lower Austria;655.0646154;1;1;17814.1
1808;2006;AT;Salzburg;614.6862745;2;1.5;15794.45333
1809;2006;AT;Carinthia;527.6;3;2;30965.505
1810;2006;AT;Carinthia;535.7936508;2;1.5;52196.58667
1811;2006;AT;Styria;616.3409091;1;1;9930.61
1812;2006;AT;Styria;482.0213904;3;1.8;16634.34444
1813;2006;AT;Upper Austria;493.7943925;2;1.5;20400.57333
1814;2006;AT;Styria;482.0213904;3;2;16455.82
1815;2006;AT;Vienna;642.36;3;2;15890.42
1816;2006;AT;Lower Austria;515.1014493;2;1.5;20526.55333
1817;2006;AT;Lower Austria;655.0646154;1;1;24172.08
1818;2006;AT;Styria;536.8923077;2;1.5;7499.36
1819;2006;AT;Styria;616.3409091;1;1;12627.4
1820;2006;AT;Carinthia;459;5;3;21631.81667
1821;2006;AT;Vienna;642.36;3;2;13684.525
1822;2006;AT;Upper Austria;493.7943925;2;1.5;20139.76667
1823;2006;AT;Vorarlberg;518.1666667;2;1.5;30205.73333
1824;2006;AT;Salzburg;614.6862745;2;1.5;19737.41333
1825;2006;AT;Styria;616.3409091;1;1;14192.76
1826;2006;AT;Vorarlberg;518.1666667;2;1.5;12702.94667
1827;2006;AT;Burgenland;480.9878049;2;1.5;8046.426667
1828;2006;AT;Vienna;666.9791667;4;2.1;11662.2619
1829;2006;AT;Lower Austria;655.0646154;1;1;8481.33
1830;2006;AT;Styria;616.3409091;1;1;6649.33
1831;2006;AT;Lower Austria;515.1014493;2;1.5;65591.02
1832;2006;AT;Styria;536.8923077;2;1.5;5604.706667
1833;2006;AT;Upper Austria;507.6995074;3;2;13947.24
1834;2006;AT;Styria;482.0213904;3;2;19960.74
1835;2006;AT;Vienna;651.8676056;2;1.5;35680.08
1836;2006;AT;Vienna;666.9791667;4;2.3;19080.6
1837;2006;AT;Vienna;868.2204176;1;1;12698.19
1838;2006;AT;Lower Austria;574.0582011;3;1.8;11312.36111
1839;2006;AT;Styria;455.5714286;5;2.4;9456.929167
1840;2006;AT;Carinthia;527.6;3;1.8;12605.27778
1841;2006;AT;Vienna;651.8676056;2;1.5;26089.42
1842;2006;AT;Carinthia;535.7936508;2;1.5;12503.05333
1843;2006;AT;Lower Austria;655.0646154;1;1;27104.63
1844;2006;AT;Upper Austria;493.7943925;2;1.5;26943.05333
1845;2006;AT;Styria;484.9344262;4;2.5;14849.784
1846;2006;AT;Upper Austria;492.875;4;2.5;13803.716
1847;2006;AT;Vienna;666.9791667;4;2.1;16035.38095
1848;2006;AT;Salzburg;693.3203883;1;1;12465.14
1849;2006;AT;Carinthia;630.7863248;1;1;12872.96
1850;2006;AT;Styria;536.8923077;2;1.5;29699.18667
1851;2006;AT;Salzburg;614.6862745;2;1.5;14334.26667
1852;2006;AT;Upper Austria;643.2557252;1;1;17472.25
1853;2006;AT;Upper Austria;507.6995074;3;2;18501.57
1854;2006;AT;Burgenland;498.5757576;4;2.3;22586.60435
1855;2006;AT;Vienna;868.2204176;1;1;13054.91
1856;2006;AT;Vienna;868.2204176;1;1;6798.59
1857;2006;AT;Vienna;651.8676056;2;1.5;20000.30667
1858;2006;AT;Vienna;651.8676056;2;1.5;9672.133333
1859;2006;AT;Tyrol;475.2972973;5;3;22260.33333
1860;2006;AT;Vorarlberg;518.1666667;2;1.5;39396.92667
1861;2006;AT;Vorarlberg;503.2222222;5;3;11468.16333
1862;2006;AT;Tyrol;493.3823529;4;2.5;19348.988
1863;2006;AT;Lower Austria;515.1014493;2;1.5;24610.80667
1864;2006;AT;Vienna;651.8676056;2;1.5;23515.63333
1865;2006;AT;Tyrol;504.5696203;3;2;13614.445
1866;2006;AT;Lower Austria;655.0646154;1;1;15353.78
1867;2006;AT;Styria;484.9344262;4;2.3;20156.3913
1868;2006;AT;Lower Austria;574.0582011;3;1.8;16973.24444
1869;2006;AT;Carinthia;630.7863248;1;1;23748.75
1870;2006;AT;Styria;616.3409091;1;1;4341.84
1871;2006;AT;Burgenland;480.9878049;2;1.3;55431.18462
1872;2006;AT;Salzburg;614.6862745;2;1.5;14521.86667
1873;2006;AT;Salzburg;547.1428571;6;3.3;15938.76061
1874;2006;AT;Lower Austria;556.4260355;4;2.1;19311.89524
1875;2006;AT;Lower Austria;574.0582011;3;2;38772.225
1876;2006;AT;Upper Austria;507.6995074;3;2;18007.02
1877;2006;AT;Styria;616.3409091;1;1;27669.81
1878;2006;AT;Vienna;868.2204176;1;1;14210.66
1879;2006;AT;Vienna;666.9791667;4;2.1;3171.261905
1880;2006;AT;Lower Austria;538.1707317;5;2.8;6234.007143
1881;2006;AT;Upper Austria;475.3544304;5;2.6;15716.03077
1882;2006;AT;Lower Austria;655.0646154;1;1;13265.89
1883;2006;AT;Salzburg;614.6862745;2;1.5;14000.20667
1884;2006;AT;Lower Austria;515.1014493;2;1.5;13077.07333
1885;2006;AT;Styria;536.8923077;2;1.5;15384.44667
1886;2006;AT;Burgenland;521.0517241;1;1;8800.6
1887;2006;AT;Lower Austria;556.4260355;4;2.3;9913.165217
1888;2006;AT;Upper Austria;492.875;4;2.1;11505.12381
1889;2006;AT;Carinthia;518.6190476;4;2.3;17722.38696
1890;2006;AT;Carinthia;630.7863248;1;1;14876.21
1891;2006;AT;Tyrol;567.1543624;2;1.5;33349.34
1892;2006;AT;Vienna;642.36;3;2;19494.28
1893;2006;AT;Lower Austria;574.0582011;3;2;29318.105
1894;2006;AT;Styria;616.3409091;1;1;19271.24
1895;2006;AT;Styria;536.8923077;2;1.5;16622.58667
1896;2006;AT;Upper Austria;492.875;4;2.5;21521.28
1897;2006;AT;Styria;616.3409091;1;1;19465.57
1898;2006;AT;Upper Austria;492.875;4;2.5;19760.74
1899;2006;AT;Vorarlberg;532.5909091;3;1.8;20977.5
1900;2006;AT;Carinthia;527.6;3;1.8;5580.15
1901;2006;AT;Upper Austria;493.7943925;2;1.5;22380.38667
1902;2006;AT;Styria;458.8;6;3.1;35355.13871
1903;2006;AT;Carinthia;535.7936508;2;1.5;10922.4
1904;2006;AT;Lower Austria;515.1014493;2;1.5;11979.77333
1905;2006;AT;Vienna;868.2204176;1;1;6329.44
1906;2006;AT;Lower Austria;655.0646154;1;1;15236.4
1907;2006;AT;Tyrol;679.7288136;1;1;14563.02
1908;2006;AT;Styria;482.0213904;3;2;24427.11
1909;2006;AT;Salzburg;532.7887324;4;2.1;16450.58571
1910;2006;AT;Upper Austria;643.2557252;1;1;29450.57
1911;2006;AT;Salzburg;693.3203883;1;1;19422.92
1912;2006;AT;Vienna;642.36;3;1.8;11615.06667
1913;2006;AT;Lower Austria;515.1014493;2;1.5;23552.16
1914;2006;AT;Burgenland;480.9878049;2;1.5;23261.54667
1915;2006;AT;Burgenland;476;3;1.8;30765.3
1916;2006;AT;Vienna;651.8676056;2;1.5;23060.80667
1917;2006;AT;Vienna;868.2204176;1;1;17591.84
1918;2006;AT;Carinthia;439.3333333;7;3.4;11125.85588
1919;2006;AT;Vienna;666.9791667;4;2.5;21841.872
1920;2006;AT;Vienna;635.4571429;5;2.4;1812.383333
1921;2006;AT;Carinthia;630.7863248;1;1;5086.56
1922;2006;AT;Vorarlberg;518.1666667;2;1.5;18178.70667
1923;2006;AT;Lower Austria;515.1014493;2;1.5;33684.74
1924;2006;AT;Vienna;651.8676056;2;1.5;11959.95333
1925;2006;AT;Tyrol;567.1543624;2;1.5;21278.36667
1926;2006;AT;Vienna;651.8676056;2;1.5;37526.68667
1927;2006;AT;Lower Austria;515.1014493;2;1.5;53709.70667
1928;2006;AT;Styria;616.3409091;1;1;18272.44
1929;2006;AT;Lower Austria;655.0646154;1;1;19252.89
1930;2006;AT;Vienna;651.8676056;2;1.5;23547.55333
1931;2006;AT;Carinthia;630.7863248;1;1;6971.01
1932;2006;AT;Upper Austria;492.875;4;2.1;14742.39524
1933;2006;AT;Tyrol;679.7288136;1;1;12438.4
1934;2006;AT;Lower Austria;574.0582011;3;1.8;14797.87778
1935;2006;AT;Lower Austria;556.4260355;4;2.1;16824.01429
1936;2006;AT;Lower Austria;556.4260355;4;2.3;23590.29565
1937;2006;AT;Styria;616.3409091;1;1;13215.9
1938;2006;AT;Vorarlberg;622;1;1;9916.68
1939;2006;AT;Burgenland;521.0517241;1;1;12855.94
1940;2006;AT;Lower Austria;459.75;7;3.6;12806.83889
1941;2006;AT;Vienna;868.2204176;1;1;21763.79
1942;2006;AT;Tyrol;567.1543624;2;1.5;10928.82667
1943;2006;AT;Lower Austria;574.0582011;3;2;28789.375
1944;2006;AT;Upper Austria;493.7943925;2;1.5;10631.65333
1945;2006;AT;Styria;616.3409091;1;1;19538.12
1946;2006;AT;Lower Austria;515.1014493;2;1.5;8773.28
1947;2006;AT;Vienna;868.2204176;1;1;16671.81
1948;2006;AT;Vienna;868.2204176;1;1;11993.3
1949;2006;AT;Vienna;651.8676056;2;1.5;22226.38667
1950;2006;AT;Vienna;651.8676056;2;1.5;13201.79333
1951;2006;AT;Tyrol;567.1543624;2;1.3;5648.553846
1952;2006;AT;Styria;616.3409091;1;1;26960.79
1953;2006;AT;Lower Austria;556.4260355;4;2.1;11337.18571
1954;2006;AT;Vienna;642.36;3;1.8;15132.62778
1955;2006;AT;Upper Austria;493.7943925;2;1.5;10094.56
1956;2006;AT;Carinthia;527.6;3;2;27362.795
1957;2006;AT;Vienna;666.9791667;4;2.1;9135.147619
1958;2006;AT;Vienna;651.8676056;2;1.5;23160.32
1959;2006;AT;Lower Austria;556.4260355;4;2.5;13173.904
1960;2006;AT;Vienna;868.2204176;1;1;2591.58
1961;2006;AT;Styria;616.3409091;1;1;25596.07
1962;2006;AT;Lower Austria;574.0582011;3;1.8;12446.02778
1963;2006;AT;Tyrol;679.7288136;1;1;14355.69
1964;2006;AT;Vienna;642.36;3;1.8;14583.08333
1965;2006;AT;Burgenland;498.5757576;4;2.1;22560.79048
1966;2006;AT;Vienna;868.2204176;1;1;23143.85
1967;2006;AT;Vorarlberg;485.6792453;4;2.1;7250.404762
1968;2006;AT;Vorarlberg;532.5909091;3;1.8;24692.70556
1969;2006;AT;Upper Austria;493.7943925;2;1.5;16057.36667
1970;2006;AT;Upper Austria;643.2557252;1;1;6291.96
1971;2006;AT;Vienna;642.36;3;2;24617.1
1972;2006;AT;Upper Austria;492.875;4;2.3;12212.60435
1973;2006;AT;Styria;965.5;8;4.5;16650.69778
1974;2006;AT;Lower Austria;538.1707317;5;3;18124.64667
1975;2006;AT;Carinthia;518.6190476;4;2.1;18952.74286
1976;2006;AT;Lower Austria;574.0582011;3;1.8;23578.78333
1977;2006;AT;Lower Austria;574.0582011;3;2;26571.87
1978;2006;AT;Vienna;651.8676056;2;1.5;24176.29333
1979;2006;AT;Salzburg;614.6862745;2;1.5;36670.58667
1980;2006;AT;Vienna;642.36;3;2;17805.78
1981;2006;AT;Vienna;651.8676056;2;1.5;26256.13333
1982;2006;AT;Salzburg;693.3203883;1;1;13252.64
1983;2006;AT;Salzburg;614.6862745;2;1.5;6912.913333
1984;2006;AT;Vorarlberg;622;1;1;16180.48
1985;2006;AT;Styria;482.0213904;3;2;31464.36
1986;2006;AT;Upper Austria;643.2557252;1;1;9822.64
1987;2006;AT;Upper Austria;492.875;4;2.1;23751.12857
1988;2006;AT;Upper Austria;493.7943925;2;1.5;19523.52667
1989;2006;AT;Styria;484.9344262;4;2.5;23946.316
1990;2006;AT;Vienna;642.36;3;2;10977.56
1991;2006;AT;Upper Austria;493.7943925;2;1.5;16299.33333
1992;2006;AT;Lower Austria;655.0646154;1;1;24630.23
1993;2006;AT;Salzburg;532.7887324;4;2.1;13440.5619
1994;2006;AT;Tyrol;679.7288136;1;1;9146.3
1995;2006;AT;Tyrol;679.7288136;1;1;18912.03
1996;2006;AT;Burgenland;480.9878049;2;1.5;23203.32
1997;2006;AT;Carinthia;535.7936508;2;1.5;8423.413333
1998;2006;AT;Vienna;868.2204176;1;1;12224.63
1999;2006;AT;Lower Austria;556.4260355;4;2.5;14156.612
2000;2006;AT;Lower Austria;556.4260355;4;2.1;16592.35238
2001;2006;AT;Vienna;642.36;3;2;19143.76
2002;2006;AT;Salzburg;601.1666667;5;2.8;18763.48571
2003;2006;AT;Lower Austria;556.4260355;4;2.1;11616.93333
2004;2006;AT;Lower Austria;515.1014493;2;1.5;18280.66
2005;2006;AT;Lower Austria;556.4260355;4;2.1;15229.77143
2006;2006;AT;Styria;616.3409091;1;1;10826.15
2007;2006;AT;Lower Austria;574.0582011;3;2;26234.63
2008;2006;AT;Lower Austria;515.1014493;2;1.5;10814.95333
2009;2006;AT;Carinthia;630.7863248;1;1;9738.94
2010;2006;AT;Styria;484.9344262;4;2.5;20998.74
2011;2006;AT;Lower Austria;515.1014493;2;1.5;12228.30667
2012;2006;AT;Vienna;868.2204176;1;1;64364.79
2013;2006;AT;Vienna;868.2204176;1;1;10872.43
2014;2006;AT;Salzburg;693.3203883;1;1;20311.03
2015;2006;AT;Lower Austria;538.1707317;5;2.8;28589.02857
2016;2006;AT;Salzburg;532.7887324;4;2.3;21652.04348
2017;2006;AT;Styria;484.9344262;4;2.1;28046.05714
2018;2006;AT;Carinthia;459;5;2.8;19124.48929
2019;2006;AT;Lower Austria;556.4260355;4;2.1;2676.9
2020;2006;AT;Vienna;868.2204176;1;1;16078.32
2021;2006;AT;Tyrol;504.5696203;3;2;14031.03
2022;2006;AT;Lower Austria;655.0646154;1;1;14994.92
2023;2006;AT;Upper Austria;507.6995074;3;2;11851.23
2024;2006;AT;Upper Austria;493.7943925;2;1.5;16302.04667
2025;2006;AT;Tyrol;567.1543624;2;1.5;10995.59333
2026;2006;AT;Burgenland;480.9878049;2;1.5;25838.41333
2027;2006;AT;Vienna;642.36;3;1.8;47208.87222
2028;2006;AT;Vienna;868.2204176;1;1;24049.51
2029;2006;AT;Vienna;642.36;3;1.8;8989.638889
2030;2006;AT;Vienna;868.2204176;1;1;25798.65
2031;2006;AT;Styria;482.0213904;3;1.8;21364.48889
2032;2006;AT;Upper Austria;643.2557252;1;1;15298.97
2033;2006;AT;Lower Austria;574.0582011;3;2;25595.805
2034;2006;AT;Carinthia;630.7863248;1;1;18210.45
2035;2006;AT;Lower Austria;515.1014493;2;1.5;31992.80667
2036;2006;AT;Salzburg;614.6862745;2;1.5;3877.633333
2037;2006;AT;Vienna;868.2204176;1;1;8791.92
2038;2006;AT;Carinthia;535.7936508;2;1.5;9877.68
2039;2006;AT;Lower Austria;556.4260355;4;2.1;14897.2381
2040;2006;AT;Vienna;651.8676056;2;1.5;44750.05333
2041;2006;AT;Vorarlberg;485.6792453;4;2.1;72056.62857
2042;2006;AT;Tyrol;475.2972973;5;2.6;8628.315385
2043;2006;AT;Lower Austria;574.0582011;3;2;20548.38
2044;2006;AT;Upper Austria;492.875;4;2.1;16377.34286
2045;2006;AT;Styria;484.9344262;4;2.5;17933.24
2046;2006;AT;Tyrol;679.7288136;1;1;17077.07
2047;2006;AT;Styria;482.0213904;3;1.8;37202.31111
2048;2006;AT;Vienna;868.2204176;1;1;5215.74
2049;2006;AT;Lower Austria;515.1014493;2;1.5;18118.72
2050;2006;AT;Lower Austria;655.0646154;1;1;77104.76
2051;2006;AT;Vienna;651.8676056;2;1.5;32967.93333
2052;2006;AT;Vienna;868.2204176;1;1;12527.62
2053;2006;AT;Vienna;651.8676056;2;1.5;20627.16
2054;2006;AT;Vorarlberg;485.6792453;4;2.1;16942.12381
2055;2006;AT;Upper Austria;493.7943925;2;1.5;4484.9
2056;2006;AT;Tyrol;493.3823529;4;2.5;16843.848
2057;2006;AT;Styria;536.8923077;2;1.5;11759.08
2058;2006;AT;Lower Austria;655.0646154;1;1;17133.93
2059;2006;AT;Carinthia;518.6190476;4;2.3;14722.49565
2060;2006;AT;Burgenland;521.0517241;1;1;9264.22
2061;2006;AT;Styria;482.0213904;3;1.8;29583.35556
2062;2006;AT;Burgenland;480.9878049;2;1.5;9084.24
2063;2006;AT;Lower Austria;574.0582011;3;2;12741.065
2064;2006;AT;Upper Austria;643.2557252;1;1;29092.48
2065;2006;AT;Vorarlberg;532.5909091;3;1.6;17620.4625
2066;2006;AT;Styria;482.0213904;3;1.8;11309.98333
2067;2006;AT;Upper Austria;493.7943925;2;1.5;23839.54667
2068;2006;AT;Carinthia;535.7936508;2;1.5;26771.09333
2069;2006;AT;Tyrol;504.5696203;3;1.8;12333.43333
2070;2006;AT;Carinthia;518.6190476;4;2.1;14128.02381
2071;2006;AT;Lower Austria;556.4260355;4;2.1;22433.08571
2072;2006;AT;Carinthia;630.7863248;1;1;10691.51
2073;2006;AT;Lower Austria;655.0646154;1;1;17307.17
2074;2006;AT;Styria;616.3409091;1;1;9847.86
2075;2006;AT;Styria;616.3409091;1;1;17195
2076;2006;AT;Upper Austria;475.3544304;5;2.6;13600.20769
2077;2006;AT;Upper Austria;493.7943925;2;1.5;21235.17333
2078;2006;AT;Upper Austria;493.7943925;2;1.5;26314.31333
2079;2006;AT;Burgenland;521.0517241;1;1;42031.66
2080;2006;AT;Vorarlberg;622;1;1;18193.29
2081;2006;AT;Styria;616.3409091;1;1;19158.75
2082;2006;AT;Vienna;868.2204176;1;1;9641.52
2083;2006;AT;Lower Austria;655.0646154;1;1;9158.31
2084;2006;AT;Lower Austria;574.0582011;3;1.8;13379.24444
2085;2006;AT;Salzburg;601.1666667;5;3;15646.16667
2086;2006;AT;Carinthia;518.6190476;4;2.1;18027.50952
2087;2006;AT;Lower Austria;556.4260355;4;2.5;5486.84
2088;2006;AT;Salzburg;693.3203883;1;1;5688.97
2089;2006;AT;Salzburg;614.6862745;2;1.5;9665.62
2090;2006;AT;Upper Austria;493.7943925;2;1.5;39608.83333
2091;2006;AT;Styria;482.0213904;3;2;15369.18
2092;2006;AT;Vienna;651.8676056;2;1.5;10293.88
2093;2006;AT;Upper Austria;419.6666667;6;2.7;31107.64074
2094;2006;AT;Vienna;691.5;8;3.9;16352.5
2095;2006;AT;Styria;458.8;6;3.1;17929.79677
2096;2006;AT;Styria;536.8923077;2;1.5;29960.14667
2097;2006;AT;Vienna;666.9791667;4;2.1;11091.59524
2098;2006;AT;Lower Austria;655.0646154;1;1;31926.01
2099;2006;AT;Lower Austria;515.1014493;2;1.3;7001.653846
2100;2006;AT;Vienna;651.8676056;2;1.5;30777.62
2101;2006;AT;Burgenland;521.0517241;1;1;12561.36
2102;2006;AT;Lower Austria;655.0646154;1;1;28981.25
2103;2006;AT;Styria;484.9344262;4;2.5;18745.78
2104;2006;AT;Upper Austria;493.7943925;2;1.5;26296.78667
2105;2006;AT;Upper Austria;493.7943925;2;1.5;13472.96
2106;2006;AT;Salzburg;554.7636364;3;2;23668.965
2107;2006;AT;Vienna;666.9791667;4;2.1;22448.35714
2108;2006;AT;Lower Austria;655.0646154;1;1;12720.8
2109;2006;AT;Carinthia;527.6;3;1.8;11069.25
2110;2006;AT;Carinthia;459;5;2.8;21632.41786
2111;2006;AT;Styria;484.9344262;4;2.1;15975.9
2112;2006;AT;Vienna;642.36;3;1.8;21204.18333
2113;2006;AT;Lower Austria;515.1014493;2;1.5;17717.31333
